model,target,capacity,months,rows,selected,true_positives_selected,precision,precision_min,precision_max,recall,prevalence,lift
decile,responded_strict,0.57,6,12135,6919,766,0.1107021244598575,0.0997398091934085,0.12152777777777778,0.8404657981531342,0.07507063050854175,1.474061863751013
decile,responded_strict,0.58,6,12135,7041,774,0.10991802069466437,0.09974424552429667,0.12020460358056266,0.8493897722818374,0.07507063050854175,1.4638937776802756
decile,responded_strict,0.59,6,12135,7163,779,0.10874583935577757,0.0989103101424979,0.11986588432523052,0.8549043731285654,0.07507063050854175,1.4483189197692667
decile,responded_strict,0.6,6,12135,7284,787,0.10804171208334791,0.09802306425041186,0.11953833470733718,0.8636139723376232,0.07507063050854175,1.4387747515872047
decile,responded_strict,0.61,6,12135,7406,791,0.1068002106723997,0.09724473257698542,0.11759935117599352,0.8680715636489484,0.07507063050854175,1.4223701188301836
decile,responded_strict,0.62,6,12135,7527,793,0.1053477993487818,0.09569377990430622,0.11722488038277512,0.8701679997076486,0.07507063050854175,1.4028743495074456
decile,responded_strict,0.63,6,12135,7647,795,0.10395533277829831,0.09497645211930926,0.11538461538461539,0.8724087696903541,0.07507063050854175,1.3844167864438581
decile,responded_strict,0.64,6,12135,7769,803,0.10335229050112858,0.09420849420849421,0.1143740340030912,0.881099552489584,0.07507063050854175,1.3762581475256666
decile,responded_strict,0.65,6,12135,7891,808,0.10238851966555722,0.09277566539923954,0.11339421613394216,0.8864742964889042,0.07507063050854175,1.363250074086799
decile,responded_strict,0.66,6,12135,8012,812,0.10134220663269088,0.09213483146067415,0.11169415292353824,0.890947313597607,0.07507063050854175,1.3494367179979605
decile,responded_strict,0.67,6,12135,8134,816,0.10031309121865606,0.09225092250922509,0.1099630996309963,0.8955005381508316,0.07507063050854175,1.3359836910533305
decile,responded_strict,0.68,6,12135,8254,821,0.09946093247492366,0.09236363636363637,0.10836363636363637,0.9011899143218693,0.07507063050854175,1.3249255258640795
decile,responded_strict,0.69,6,12135,8377,825,0.09847763961127438,0.09169054441260745,0.10752688172043011,0.905590013445036,0.07507063050854175,1.3118432873506016
decile,responded_strict,0.7,6,12135,8497,828,0.09744096755373712,0.09110169491525423,0.10600706713780919,0.9089519194426278,0.07507063050854175,1.2981184054594146
